trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
518,21:17:00,21:17:00,70222,10,,0,0,62190.68774784,1
518,21:25:00,21:25:00,70242,11,,0,0,71265.86872466,1
518,21:33:00,21:33:00,70262,12,,0,0,75421.08663060,1
503,9:41:00,9:41:00,70261,1,,0,0,0.00000000,1
503,9:47:00,9:47:00,70241,2,,0,0,4150.37131801,1
503,9:54:00,9:54:00,70221,3,,0,0,13221.18646717,1
503,9:59:00,9:59:00,70211,4,,0,0,17536.07925895,1
503,10:07:00,10:07:00,70171,5,,0,0,27128.64525783,1
503,10:10:00,10:10:00,70161,6,,0,0,29140.14769933,1
503,10:16:00,10:16:00,70141,7,,0,0,34739.40515663,1
503,10:23:00,10:23:00,70111,8,,0,0,43548.17943645,1
503,10:29:00,10:29:00,70091,9,,0,0,47022.65974439,1
503,10:36:00,10:36:00,70061,10,,0,0,53664.57179114,1
503,10:49:00,10:49:00,70021,11,,0,0,72870.83448475,1
503,10:55:00,10:55:00,70011,12,,0,0,75421.36316947,1
505,10:41:00,10:41:00,70261,1,,0,0,0.00000000,1
505,10:47:00,10:47:00,70241,2,,0,0,4150.37131801,1
505,10:54:00,10:54:00,70221,3,,0,0,13221.18646717,1
505,10:59:00,10:59:00,70211,4,,0,0,17536.07925895,1
505,11:07:00,11:07:00,70171,5,,0,0,27128.64525783,1
505,11:10:00,11:10:00,70161,6,,0,0,29140.14769933,1
505,11:16:00,11:16:00,70141,7,,0,0,34739.40515663,1
505,11:23:00,11:23:00,70111,8,,0,0,43548.17943645,1
505,11:29:00,11:29:00,70091,9,,0,0,47022.65974439,1
505,11:36:00,11:36:00,70061,10,,0,0,53664.57179114,1
505,11:49:00,11:49:00,70021,11,,0,0,72870.83448475,1
505,11:55:00,11:55:00,70011,12,,0,0,75421.36316947,1
507,11:41:00,11:41:00,70261,1,,0,0,0.00000000,1
507,11:47:00,11:47:00,70241,2,,0,0,4150.37131801,1
507,11:54:00,11:54:00,70221,3,,0,0,13221.18646717,1
507,11:59:00,11:59:00,70211,4,,0,0,17536.07925895,1
507,12:07:00,12:07:00,70171,5,,0,0,27128.64525783,1
507,12:10:00,12:10:00,70161,6,,0,0,29140.14769933,1
507,12:16:00,12:16:00,70141,7,,0,0,34739.40515663,1
507,12:23:00,12:23:00,70111,8,,0,0,43548.17943645,1
507,12:29:00,12:29:00,70091,9,,0,0,47022.65974439,1
507,12:36:00,12:36:00,70061,10,,0,0,53664.57179114,1
507,12:49:00,12:49:00,70021,11,,0,0,72870.83448475,1
507,12:55:00,12:55:00,70011,12,,0,0,75421.36316947,1
509,12:41:00,12:41:00,70261,1,,0,0,0.00000000,1
509,12:47:00,12:47:00,70241,2,,0,0,4150.37131801,1
509,12:54:00,12:54:00,70221,3,,0,0,13221.18646717,1
509,12:59:00,12:59:00,70211,4,,0,0,17536.07925895,1
509,13:07:00,13:07:00,70171,5,,0,0,27128.64525783,1
509,13:10:00,13:10:00,70161,6,,0,0,29140.14769933,1
509,13:16:00,13:16:00,70141,7,,0,0,34739.40515663,1
509,13:23:00,13:23:00,70111,8,,0,0,43548.17943645,1
509,13:29:00,13:29:00,70091,9,,0,0,47022.65974439,1
509,13:36:00,13:36:00,70061,10,,0,0,53664.57179114,1
509,13:49:00,13:49:00,70021,11,,0,0,72870.83448475,1
509,13:55:00,13:55:00,70011,12,,0,0,75421.36316947,1
511,13:41:00,13:41:00,70261,1,,0,0,0.00000000,1
511,13:47:00,13:47:00,70241,2,,0,0,4150.37131801,1
511,13:54:00,13:54:00,70221,3,,0,0,13221.18646717,1
511,13:59:00,13:59:00,70211,4,,0,0,17536.07925895,1
511,14:07:00,14:07:00,70171,5,,0,0,27128.64525783,1
511,14:10:00,14:10:00,70161,6,,0,0,29140.14769933,1
511,14:16:00,14:16:00,70141,7,,0,0,34739.40515663,1
511,14:23:00,14:23:00,70111,8,,0,0,43548.17943645,1
511,14:29:00,14:29:00,70091,9,,0,0,47022.65974439,1
511,14:36:00,14:36:00,70061,10,,0,0,53664.57179114,1
511,14:49:00,14:49:00,70021,11,,0,0,72870.83448475,1
511,14:55:00,14:55:00,70011,12,,0,0,75421.36316947,1
513,14:41:00,14:41:00,70261,1,,0,0,0.00000000,1
513,14:47:00,14:47:00,70241,2,,0,0,4150.37131801,1
513,14:54:00,14:54:00,70221,3,,0,0,13221.18646717,1
513,14:59:00,14:59:00,70211,4,,0,0,17536.07925895,1
513,15:07:00,15:07:00,70171,5,,0,0,27128.64525783,1
513,15:10:00,15:10:00,70161,6,,0,0,29140.14769933,1
513,15:16:00,15:16:00,70141,7,,0,0,34739.40515663,1
513,15:23:00,15:23:00,70111,8,,0,0,43548.17943645,1
513,15:29:00,15:29:00,70091,9,,0,0,47022.65974439,1
513,15:36:00,15:36:00,70061,10,,0,0,53664.57179114,1
513,15:49:00,15:49:00,70021,11,,0,0,72870.83448475,1
513,15:55:00,15:55:00,70011,12,,0,0,75421.36316947,1
515,19:41:00,19:41:00,70261,1,,0,0,0.00000000,1
515,19:47:00,19:47:00,70241,2,,0,0,4150.37131801,1
515,19:54:00,19:54:00,70221,3,,0,0,13221.18646717,1
515,19:59:00,19:59:00,70211,4,,0,0,17536.07925895,1
515,20:07:00,20:07:00,70171,5,,0,0,27128.64525783,1
515,20:10:00,20:10:00,70161,6,,0,0,29140.14769933,1
515,20:16:00,20:16:00,70141,7,,0,0,34739.40515663,1
515,20:24:00,20:24:00,70111,8,,0,0,43548.17943645,1
515,20:29:00,20:29:00,70091,9,,0,0,47022.65974439,1
515,20:35:00,20:35:00,70061,10,,0,0,53664.57179114,1
515,20:50:00,20:50:00,70021,11,,0,0,72870.83448475,1
515,20:59:00,20:59:00,70011,12,,0,0,75421.36316947,1
B624,10:05:00,10:05:00,70212,1,,0,0,0.00000000,1
B624,10:11:00,10:11:00,70222,2,,0,0,4311.90314975,1
B624,10:15:00,10:15:00,70232,3,,0,0,7501.84692319,1
B624,10:21:00,10:21:00,70242,4,,0,0,13391.52705468,1
B624,10:30:00,10:30:00,70262,5,,0,0,17552.75267580,1
B624,10:35:00,10:35:00,70272,6,,0,0,20443.36811117,1
B628,11:16:00,11:16:00,70212,1,,0,0,0.00000000,1
B628,11:21:00,11:21:00,70222,2,,0,0,4311.90314975,1
B628,11:26:00,11:26:00,70232,3,,0,0,7501.84692319,1
B628,11:32:00,11:32:00,70242,4,,0,0,13391.52705468,1
B628,11:40:00,11:40:00,70262,5,,0,0,17552.75267580,1
B628,11:45:00,11:45:00,70272,6,,0,0,20443.36811117,1
B632,12:36:00,12:36:00,70212,1,,0,0,0.00000000,1
B632,12:41:00,12:41:00,70222,2,,0,0,4311.90314975,1
B632,12:46:00,12:46:00,70232,3,,0,0,7501.84692319,1
B632,12:52:00,12:52:00,70242,4,,0,0,13391.52705468,1
B632,13:00:00,13:00:00,70262,5,,0,0,17552.75267580,1
B632,13:05:00,13:05:00,70272,6,,0,0,20443.36811117,1
B621,7:12:00,7:12:00,70271,1,,0,0,0.00000000,1
B621,7:19:00,7:19:00,70261,2,,0,0,2898.26431637,1
B621,7:25:00,7:25:00,70241,3,,0,0,7055.19657362,1
B621,7:31:00,7:31:00,70231,4,,0,0,12942.90379956,1
B621,7:35:00,7:35:00,70221,5,,0,0,16130.74397875,1
B621,7:40:00,7:40:00,70211,6,,0,0,20441.55749963,1
B625,9:05:00,9:05:00,70271,1,,0,0,0.00000000,1
B625,9:12:00,9:12:00,70261,2,,0,0,2898.26431637,1
B625,9:18:00,9:18:00,70241,3,,0,0,7055.19657362,1
B625,9:24:00,9:24:00,70231,4,,0,0,12942.90379956,1
B625,9:28:00,9:28:00,70221,5,,0,0,16130.74397875,1
B625,9:34:00,9:34:00,70211,6,,0,0,20441.55749963,1
B629,10:05:00,10:05:00,70271,1,,0,0,0.00000000,1
B629,10:12:00,10:12:00,70261,2,,0,0,2898.26431637,1
B629,10:18:00,10:18:00,70241,3,,0,0,7055.19657362,1
B629,10:24:00,10:24:00,70231,4,,0,0,12942.90379956,1
B629,10:28:00,10:28:00,70221,5,,0,0,16130.74397875,1
B629,10:34:00,10:34:00,70211,6,,0,0,20441.55749963,1
B633,11:05:00,11:05:00,70271,1,,0,0,0.00000000,1
B633,11:12:00,11:12:00,70261,2,,0,0,2898.26431637,1
B633,11:18:00,11:18:00,70241,3,,0,0,7055.19657362,1
B633,11:24:00,11:24:00,70231,4,,0,0,12942.90379956,1
B633,11:28:00,11:28:00,70221,5,,0,0,16130.74397875,1
B633,11:34:00,11:34:00,70211,6,,0,0,20441.55749963,1
603,6:02:00,6:02:00,70261,1,,0,0,0.00000000,1
603,6:14:00,6:14:00,70231,2,,0,0,10037.74203270,1
603,6:18:00,6:18:00,70221,3,,0,0,13226.74950465,1
603,6:23:00,6:23:00,70211,4,,0,0,17537.56302552,1
603,6:26:00,6:26:00,70201,5,,0,0,20645.05379641,1
603,6:30:00,6:30:00,70191,6,,0,0,24585.60911364,1
603,6:37:00,6:37:00,70161,7,,0,0,29145.28531103,1
603,6:43:00,6:43:00,70141,8,,0,0,34747.47730979,1
603,6:47:00,6:47:00,70131,9,,0,0,38239.86307228,1
603,6:50:00,6:50:00,70121,10,,0,0,40223.25572274,1
603,6:53:00,6:53:00,70111,11,,0,0,43555.36030545,1
603,6:56:00,6:56:00,70101,12,,0,0,44902.86972072,1
603,6:59:00,6:59:00,70091,13,,0,0,47040.59881849,1
603,7:02:00,7:02:00,70081,14,,0,0,49365.01567266,1
603,7:05:00,7:05:00,70071,15,,0,0,51138.06921198,1
603,7:09:00,7:09:00,70061,16,,0,0,53684.13944089,1
603,7:14:00,7:14:00,70051,17,,0,0,57759.50694921,1
603,7:18:00,7:18:00,70041,18,,0,0,60805.21339256,1
603,7:30:00,7:30:00,70011,19,,0,0,75421.72948389,1
601,6:24:00,6:24:00,70171,1,,0,0,0.00000000,1
601,6:27:00,6:27:00,70161,2,,0,0,2011.50244150,1
601,6:33:00,6:33:00,70141,3,,0,0,7610.75989880,1
601,6:37:00,6:37:00,70131,4,,0,0,11103.14566129,1
601,6:40:00,6:40:00,70121,5,,0,0,13086.53831175,1
601,6:43:00,6:43:00,70111,6,,0,0,16418.64289446,1
601,6:46:00,6:46:00,70101,7,,0,0,17766.15230973,1
601,6:50:00,6:50:00,70091,8,,0,0,19903.88140750,1
601,6:57:00,6:57:00,70061,9,,0,0,26553.18664763,1
601,7:17:00,7:17:00,70011,10,,0,0,48264.99636791,1
221,7:12:00,7:12:00,70271,1,,0,0,0.00000000,1
221,7:19:00,7:19:00,70261,2,,0,0,2898.26431637,1
221,7:25:00,7:25:00,70241,3,,0,0,7055.19657362,1
221,7:31:00,7:31:00,70231,4,,0,0,12942.90379956,1
221,7:35:00,7:35:00,70221,5,,0,0,16130.74397875,1
221,7:40:00,7:40:00,70211,6,,0,0,20441.55749962,1
221,7:43:00,7:43:00,70201,7,,0,0,23549.04827050,1
221,7:48:00,7:48:00,70191,8,,0,0,27489.60358773,1
221,7:52:00,7:52:00,70171,9,,0,0,30037.54990718,1
221,7:55:00,7:55:00,70161,10,,0,0,32057.54304256,1
221,8:01:00,8:01:00,70141,11,,0,0,37656.80049986,1
221,8:05:00,8:05:00,70131,12,,0,0,41149.18626235,1
221,8:09:00,8:09:00,70121,13,,0,0,43132.57891281,1
221,8:12:00,8:12:00,70111,14,,0,0,46464.68349552,1
221,8:15:00,8:15:00,70101,15,,0,0,47812.19291079,1
221,8:19:00,8:19:00,70091,16,,0,0,49949.92200856,1
221,8:22:00,8:22:00,70081,17,,0,0,52274.33886273,1
221,8:25:00,8:25:00,70071,18,,0,0,54047.39240205,1
221,8:29:00,8:29:00,70061,19,,0,0,56593.46263096,1
221,8:34:00,8:34:00,70051,20,,0,0,60668.83013928,1
221,8:38:00,8:38:00,70041,21,,0,0,63714.53658263,1
221,8:44:00,8:44:00,70031,22,,0,0,70389.72095168,1
221,8:50:00,8:50:00,70021,23,,0,0,75808.18462778,1
221,8:56:00,8:56:00,70011,24,,0,0,78331.33042785,1
225,9:05:00,9:05:00,70271,1,,0,0,0.00000000,1
225,9:12:00,9:12:00,70261,2,,0,0,2898.26431637,1
225,9:18:00,9:18:00,70241,3,,0,0,7055.19657362,1
225,9:24:00,9:24:00,70231,4,,0,0,12942.90379956,1
225,9:28:00,9:28:00,70221,5,,0,0,16130.74397875,1
225,9:34:00,9:34:00,70211,6,,0,0,20441.55749962,1
225,9:37:00,9:37:00,70201,7,,0,0,23549.04827050,1
225,9:42:00,9:42:00,70191,8,,0,0,27489.60358773,1
225,9:46:00,9:46:00,70171,9,,0,0,30037.54990718,1
225,9:50:00,9:50:00,70161,10,,0,0,32057.54304256,1
225,9:56:00,9:56:00,70141,11,,0,0,37656.80049986,1
225,10:01:00,10:01:00,70131,12,,0,0,41149.18626235,1
225,10:04:00,10:04:00,70121,13,,0,0,43132.57891281,1
225,10:08:00,10:08:00,70111,14,,0,0,46464.68349552,1
225,10:11:00,10:11:00,70101,15,,0,0,47812.19291079,1
225,10:15:00,10:15:00,70091,16,,0,0,49949.92200856,1
225,10:19:00,10:19:00,70081,17,,0,0,52274.33886273,1
225,10:22:00,10:22:00,70071,18,,0,0,54047.39240205,1
225,10:26:00,10:26:00,70061,19,,0,0,56593.46263096,1
225,10:30:00,10:30:00,70051,20,,0,0,60668.83013928,1
225,10:34:00,10:34:00,70041,21,,0,0,63714.53658263,1
225,10:41:00,10:41:00,70031,22,,0,0,70389.72095168,1
225,10:46:00,10:46:00,70021,23,,0,0,75808.18462778,1
225,10:52:00,10:52:00,70011,24,,0,0,78331.33042785,1
229,10:05:00,10:05:00,70271,1,,0,0,0.00000000,1
229,10:12:00,10:12:00,70261,2,,0,0,2898.26431637,1
229,10:18:00,10:18:00,70241,3,,0,0,7055.19657362,1
229,10:24:00,10:24:00,70231,4,,0,0,12942.90379956,1
229,10:28:00,10:28:00,70221,5,,0,0,16130.74397875,1
229,10:34:00,10:34:00,70211,6,,0,0,20441.55749962,1
229,10:37:00,10:37:00,70201,7,,0,0,23549.04827050,1
229,10:42:00,10:42:00,70191,8,,0,0,27489.60358773,1
229,10:46:00,10:46:00,70171,9,,0,0,30037.54990718,1
229,10:50:00,10:50:00,70161,10,,0,0,32057.54304256,1
229,10:56:00,10:56:00,70141,11,,0,0,37656.80049986,1
229,11:01:00,11:01:00,70131,12,,0,0,41149.18626235,1
229,11:04:00,11:04:00,70121,13,,0,0,43132.57891281,1
229,11:08:00,11:08:00,70111,14,,0,0,46464.68349552,1
229,11:11:00,11:11:00,70101,15,,0,0,47812.19291079,1
229,11:15:00,11:15:00,70091,16,,0,0,49949.92200856,1
229,11:19:00,11:19:00,70081,17,,0,0,52274.33886273,1
229,11:22:00,11:22:00,70071,18,,0,0,54047.39240205,1
229,11:26:00,11:26:00,70061,19,,0,0,56593.46263096,1
229,11:30:00,11:30:00,70051,20,,0,0,60668.83013928,1
229,11:34:00,11:34:00,70041,21,,0,0,63714.53658263,1
229,11:41:00,11:41:00,70031,22,,0,0,70389.72095168,1
229,11:46:00,11:46:00,70021,23,,0,0,75808.18462778,1
229,11:53:00,11:53:00,70011,24,,0,0,78331.33042785,1
233,11:05:00,11:05:00,70271,1,,0,0,0.00000000,1
233,11:12:00,11:12:00,70261,2,,0,0,2898.26431637,1
233,11:18:00,11:18:00,70241,3,,0,0,7055.19657362,1
233,11:24:00,11:24:00,70231,4,,0,0,12942.90379956,1
233,11:28:00,11:28:00,70221,5,,0,0,16130.74397875,1
233,11:34:00,11:34:00,70211,6,,0,0,20441.55749962,1
233,11:37:00,11:37:00,70201,7,,0,0,23549.04827050,1
233,11:42:00,11:42:00,70191,8,,0,0,27489.60358773,1
233,11:46:00,11:46:00,70171,9,,0,0,30037.54990718,1
233,11:50:00,11:50:00,70161,10,,0,0,32057.54304256,1
233,11:56:00,11:56:00,70141,11,,0,0,37656.80049986,1
233,12:01:00,12:01:00,70131,12,,0,0,41149.18626235,1
233,12:04:00,12:04:00,70121,13,,0,0,43132.57891281,1
233,12:08:00,12:08:00,70111,14,,0,0,46464.68349552,1
233,12:11:00,12:11:00,70101,15,,0,0,47812.19291079,1
233,12:15:00,12:15:00,70091,16,,0,0,49949.92200856,1
233,12:19:00,12:19:00,70081,17,,0,0,52274.33886273,1
233,12:22:00,12:22:00,70071,18,,0,0,54047.39240205,1
233,12:26:00,12:26:00,70061,19,,0,0,56593.46263096,1
233,12:30:00,12:30:00,70051,20,,0,0,60668.83013928,1
233,12:34:00,12:34:00,70041,21,,0,0,63714.53658263,1
233,12:41:00,12:41:00,70031,22,,0,0,70389.72095168,1
233,12:46:00,12:46:00,70021,23,,0,0,75808.18462778,1
233,12:53:00,12:53:00,70011,24,,0,0,78331.33042785,1
241,13:05:00,13:05:00,70271,1,,0,0,0.00000000,1
241,13:12:00,13:12:00,70261,2,,0,0,2898.26431637,1
241,13:18:00,13:18:00,70241,3,,0,0,7055.19657362,1
241,13:24:00,13:24:00,70231,4,,0,0,12942.90379956,1
241,13:28:00,13:28:00,70221,5,,0,0,16130.74397875,1
241,13:34:00,13:34:00,70211,6,,0,0,20441.55749962,1
241,13:37:00,13:37:00,70201,7,,0,0,23549.04827050,1
241,13:42:00,13:42:00,70191,8,,0,0,27489.60358773,1
241,13:46:00,13:46:00,70171,9,,0,0,30037.54990718,1
241,13:50:00,13:50:00,70161,10,,0,0,32057.54304256,1
241,13:56:00,13:56:00,70141,11,,0,0,37656.80049986,1
241,14:01:00,14:01:00,70131,12,,0,0,41149.18626235,1
241,14:04:00,14:04:00,70121,13,,0,0,43132.57891281,1
241,14:08:00,14:08:00,70111,14,,0,0,46464.68349552,1
241,14:11:00,14:11:00,70101,15,,0,0,47812.19291079,1
241,14:15:00,14:15:00,70091,16,,0,0,49949.92200856,1
241,14:19:00,14:19:00,70081,17,,0,0,52274.33886273,1
241,14:22:00,14:22:00,70071,18,,0,0,54047.39240205,1
241,14:26:00,14:26:00,70061,19,,0,0,56593.46263096,1
241,14:30:00,14:30:00,70051,20,,0,0,60668.83013928,1
241,14:34:00,14:34:00,70041,21,,0,0,63714.53658263,1
241,14:41:00,14:41:00,70031,22,,0,0,70389.72095168,1
241,14:46:00,14:46:00,70021,23,,0,0,75808.18462778,1
241,14:52:00,14:52:00,70011,24,,0,0,78331.33042785,1
B241,13:05:00,13:05:00,70271,1,,0,0,0.00000000,1
B241,13:12:00,13:12:00,70261,2,,0,0,2898.26431637,1
B241,13:18:00,13:18:00,70241,3,,0,0,7055.19657362,1
B241,13:24:00,13:24:00,70231,4,,0,0,12942.90379956,1
B241,13:28:00,13:28:00,70221,5,,0,0,16130.74397875,1
B241,13:34:00,13:34:00,70211,6,,0,0,20441.55749962,1
B241,13:37:00,13:37:00,70201,7,,0,0,23549.04827050,1
B241,13:42:00,13:42:00,70191,8,,0,0,27489.60358773,1
B241,13:46:00,13:46:00,70171,9,,0,0,30037.54990718,1
B241,13:50:00,13:50:00,70161,10,,0,0,32057.54304256,1
B241,13:56:00,13:56:00,70141,11,,0,0,37656.80049986,1
B241,14:01:00,14:01:00,70131,12,,0,0,41149.18626235,1
B241,14:04:00,14:04:00,70121,13,,0,0,43132.57891281,1
B241,14:08:00,14:08:00,70111,14,,0,0,46464.68349552,1
B241,14:11:00,14:11:00,70101,15,,0,0,47812.19291079,1
B241,14:15:00,14:15:00,70091,16,,0,0,49949.92200856,1
B241,14:19:00,14:19:00,70081,17,,0,0,52274.33886273,1
B241,14:22:00,14:22:00,70071,18,,0,0,54047.39240205,1
B241,14:26:00,14:26:00,70061,19,,0,0,56593.46263096,1
B241,14:30:00,14:30:00,70051,20,,0,0,60668.83013928,1
B241,14:34:00,14:34:00,70041,21,,0,0,63714.53658263,1
B241,14:41:00,14:41:00,70031,22,,0,0,70389.72095168,1
B241,14:46:00,14:46:00,70021,23,,0,0,75808.18462778,1
B241,14:52:00,14:52:00,70011,24,,0,0,78331.33042785,1
249,15:05:00,15:05:00,70271,1,,0,0,0.00000000,1
249,15:12:00,15:12:00,70261,2,,0,0,2898.26431637,1
249,15:18:00,15:18:00,70241,3,,0,0,7055.19657362,1
249,15:24:00,15:24:00,70231,4,,0,0,12942.90379956,1
249,15:28:00,15:28:00,70221,5,,0,0,16130.74397875,1
249,15:34:00,15:34:00,70211,6,,0,0,20441.55749962,1
249,15:37:00,15:37:00,70201,7,,0,0,23549.04827050,1
249,15:42:00,15:42:00,70191,8,,0,0,27489.60358773,1
249,15:46:00,15:46:00,70171,9,,0,0,30037.54990718,1
249,15:50:00,15:50:00,70161,10,,0,0,32057.54304256,1
249,15:56:00,15:56:00,70141,11,,0,0,37656.80049986,1
249,16:01:00,16:01:00,70131,12,,0,0,41149.18626235,1
249,16:04:00,16:04:00,70121,13,,0,0,43132.57891281,1
249,16:08:00,16:08:00,70111,14,,0,0,46464.68349552,1
249,16:11:00,16:11:00,70101,15,,0,0,47812.19291079,1
249,16:15:00,16:15:00,70091,16,,0,0,49949.92200856,1
249,16:19:00,16:19:00,70081,17,,0,0,52274.33886273,1
249,16:22:00,16:22:00,70071,18,,0,0,54047.39240205,1
249,16:26:00,16:26:00,70061,19,,0,0,56593.46263096,1
249,16:30:00,16:30:00,70051,20,,0,0,60668.83013928,1
249,16:34:00,16:34:00,70041,21,,0,0,63714.53658263,1
249,16:41:00,16:41:00,70031,22,,0,0,70389.72095168,1
249,16:46:00,16:46:00,70021,23,,0,0,75808.18462778,1
249,16:52:00,16:52:00,70011,24,,0,0,78331.33042785,1
B249,15:05:00,15:05:00,70271,1,,0,0,0.00000000,1
B249,15:12:00,15:12:00,70261,2,,0,0,2898.26431637,1
B249,15:18:00,15:18:00,70241,3,,0,0,7055.19657362,1
B249,15:24:00,15:24:00,70231,4,,0,0,12942.90379956,1
B249,15:28:00,15:28:00,70221,5,,0,0,16130.74397875,1
B249,15:34:00,15:34:00,70211,6,,0,0,20441.55749962,1
B249,15:37:00,15:37:00,70201,7,,0,0,23549.04827050,1
B249,15:42:00,15:42:00,70191,8,,0,0,27489.60358773,1
B249,15:46:00,15:46:00,70171,9,,0,0,30037.54990718,1
B249,15:50:00,15:50:00,70161,10,,0,0,32057.54304256,1
B249,15:56:00,15:56:00,70141,11,,0,0,37656.80049986,1
B249,16:01:00,16:01:00,70131,12,,0,0,41149.18626235,1
B249,16:04:00,16:04:00,70121,13,,0,0,43132.57891281,1
B249,16:08:00,16:08:00,70111,14,,0,0,46464.68349552,1
B249,16:11:00,16:11:00,70101,15,,0,0,47812.19291079,1
B249,16:15:00,16:15:00,70091,16,,0,0,49949.92200856,1
B249,16:19:00,16:19:00,70081,17,,0,0,52274.33886273,1
B249,16:22:00,16:22:00,70071,18,,0,0,54047.39240205,1
B249,16:26:00,16:26:00,70061,19,,0,0,56593.46263096,1
B249,16:30:00,16:30:00,70051,20,,0,0,60668.83013928,1
B249,16:34:00,16:34:00,70041,21,,0,0,63714.53658263,1
B249,16:41:00,16:41:00,70031,22,,0,0,70389.72095168,1
B249,16:46:00,16:46:00,70021,23,,0,0,75808.18462778,1
B249,16:52:00,16:52:00,70011,24,,0,0,78331.33042785,1
257,17:05:00,17:05:00,70271,1,,0,0,0.00000000,1
257,17:12:00,17:12:00,70261,2,,0,0,2898.26431637,1
257,17:18:00,17:18:00,70241,3,,0,0,7055.19657362,1
257,17:24:00,17:24:00,70231,4,,0,0,12942.90379956,1
257,17:28:00,17:28:00,70221,5,,0,0,16130.74397875,1
257,17:34:00,17:34:00,70211,6,,0,0,20441.55749962,1
257,17:37:00,17:37:00,70201,7,,0,0,23549.04827050,1
257,17:42:00,17:42:00,70191,8,,0,0,27489.60358773,1
257,17:46:00,17:46:00,70171,9,,0,0,30037.54990718,1
257,17:50:00,17:50:00,70161,10,,0,0,32057.54304256,1
257,17:56:00,17:56:00,70141,11,,0,0,37656.80049986,1
257,18:01:00,18:01:00,70131,12,,0,0,41149.18626235,1
257,18:04:00,18:04:00,70121,13,,0,0,43132.57891281,1
257,18:08:00,18:08:00,70111,14,,0,0,46464.68349552,1
257,18:11:00,18:11:00,70101,15,,0,0,47812.19291079,1
257,18:15:00,18:15:00,70091,16,,0,0,49949.92200856,1
257,18:19:00,18:19:00,70081,17,,0,0,52274.33886273,1
257,18:22:00,18:22:00,70071,18,,0,0,54047.39240205,1
257,18:26:00,18:26:00,70061,19,,0,0,56593.46263096,1
257,18:30:00,18:30:00,70051,20,,0,0,60668.83013928,1
257,18:34:00,18:34:00,70041,21,,0,0,63714.53658263,1
257,18:41:00,18:41:00,70031,22,,0,0,70389.72095168,1
257,18:46:00,18:46:00,70021,23,,0,0,75808.18462778,1
257,18:52:00,18:52:00,70011,24,,0,0,78331.33042785,1
B257,17:05:00,17:05:00,70271,1,,0,0,0.00000000,1
B257,17:12:00,17:12:00,70261,2,,0,0,2898.26431637,1
B257,17:18:00,17:18:00,70241,3,,0,0,7055.19657362,1
B257,17:24:00,17:24:00,70231,4,,0,0,12942.90379956,1
B257,17:28:00,17:28:00,70221,5,,0,0,16130.74397875,1
B257,17:34:00,17:34:00,70211,6,,0,0,20441.55749962,1
B257,17:37:00,17:37:00,70201,7,,0,0,23549.04827050,1
B257,17:42:00,17:42:00,70191,8,,0,0,27489.60358773,1
B257,17:46:00,17:46:00,70171,9,,0,0,30037.54990718,1
B257,17:50:00,17:50:00,70161,10,,0,0,32057.54304256,1
B257,17:56:00,17:56:00,70141,11,,0,0,37656.80049986,1
B257,18:01:00,18:01:00,70131,12,,0,0,41149.18626235,1
B257,18:04:00,18:04:00,70121,13,,0,0,43132.57891281,1
B257,18:08:00,18:08:00,70111,14,,0,0,46464.68349552,1
B257,18:11:00,18:11:00,70101,15,,0,0,47812.19291079,1
B257,18:15:00,18:15:00,70091,16,,0,0,49949.92200856,1
B257,18:19:00,18:19:00,70081,17,,0,0,52274.33886273,1
B257,18:22:00,18:22:00,70071,18,,0,0,54047.39240205,1
B257,18:26:00,18:26:00,70061,19,,0,0,56593.46263096,1
B257,18:30:00,18:30:00,70051,20,,0,0,60668.83013928,1
B257,18:34:00,18:34:00,70041,21,,0,0,63714.53658263,1
B257,18:41:00,18:41:00,70031,22,,0,0,70389.72095168,1
B257,18:46:00,18:46:00,70021,23,,0,0,75808.18462778,1
B257,18:52:00,18:52:00,70011,24,,0,0,78331.33042785,1
265,19:05:00,19:05:00,70271,1,,0,0,0.00000000,1
265,19:12:00,19:12:00,70261,2,,0,0,2898.26431637,1
265,19:18:00,19:18:00,70241,3,,0,0,7055.19657362,1
265,19:24:00,19:24:00,70231,4,,0,0,12942.90379956,1
265,19:28:00,19:28:00,70221,5,,0,0,16130.74397875,1
265,19:34:00,19:34:00,70211,6,,0,0,20441.55749962,1
265,19:37:00,19:37:00,70201,7,,0,0,23549.04827050,1
265,19:42:00,19:42:00,70191,8,,0,0,27489.60358773,1
265,19:46:00,19:46:00,70171,9,,0,0,30037.54990718,1
265,19:50:00,19:50:00,70161,10,,0,0,32057.54304256,1
265,19:56:00,19:56:00,70141,11,,0,0,37656.80049986,1
265,20:01:00,20:01:00,70131,12,,0,0,41149.18626235,1
265,20:04:00,20:04:00,70121,13,,0,0,43132.57891281,1
265,20:08:00,20:08:00,70111,14,,0,0,46464.68349552,1
265,20:11:00,20:11:00,70101,15,,0,0,47812.19291079,1
265,20:15:00,20:15:00,70091,16,,0,0,49949.92200856,1
265,20:19:00,20:19:00,70081,17,,0,0,52274.33886273,1
265,20:22:00,20:22:00,70071,18,,0,0,54047.39240205,1
265,20:26:00,20:26:00,70061,19,,0,0,56593.46263096,1
265,20:30:00,20:30:00,70051,20,,0,0,60668.83013928,1
265,20:34:00,20:34:00,70041,21,,0,0,63714.53658263,1
